iata_code,icao_code,oag_code,carrier_name,iata_name,alliance,domicile_country,region
"ZW","AWI","ZW","AIR WISCONSIN","AIR WISCONSIN AIRLINES CORPORATION",,"USA","NORTH AMERICA"
"SS","CRL","SS","CORSAIR","CORSAIR T/A CORSAIR INTERNATIONAL",,"FRANCE","EUROPE : WESTERN EUROPE"
"HO","DKH","HO","JUNEYAO AIRLINES","JUNEYAO AIRLINES CO,. LTD.",,"CHINA"
"II","CSQ","II","IBC AIRWAYS","IBC AIRWAYS, INC.",,"USA"
"G3","GLO","G3","GOL LINHAS AEREAS S.A.","GOL LINHAS AEREAS S/A",,"BRAZIL","LATIN AMERICA : LOWER SOUTH AMERICA"
"8DJ",,"8DJ","MWANT JET",,,"CONGO DEMOCRATIC REPUBLIC OF","AFRICA : CENTRAL/WESTERN AFRICA"
"8CE",,"8CE","EXECAIR OF NAPLES",,,"USA","NORTH AMERICA"
"S4","RZO","S4","SATA INTERNATIONAL-AZORES AIRLINES S.A.","SATA  INTERNACIONAL - AZORES",,"PORTUGAL","EUROPE : WESTERN EUROPE"
"EK","UAE","EK","EMIRATES","EMIRATES",,"UNITED ARAB EMIRATES","MIDDLE EAST"
"U8","CYF","U8","TUS AIRWAYS","TUS AIRWAYS LTD",,"CYPRUS","EUROPE : WESTERN EUROPE"
"DI","MBU","DI","MARABU","MARABU AIRLINES OU",,"ESTONIA","EUROPE : EASTERN/CENTRAL EUROPE"
"7H","RVF","7H","NEW PACIFIC AIRLINES","NEW PACIFIC AIRLINES, INC",,"USA"
"V0","VCV","V0","CONVIASA","CONVIASA",,"VENEZUELA","LATIN AMERICA : UPPER SOUTH AMERICA"
"8YS",,"8YS","FLYPJX",,,"NIGERIA","AFRICA : CENTRAL/WESTERN AFRICA"
"YU","MMZ","YU","EUROATLANTIC AIRWAYS","EUROATLANTIC AIRWAYS",,"PORTUGAL","EUROPE : WESTERN EUROPE"
"BV",,"BV","TOKI AIR","TOKI AIR CO., LTD.",,"JAPAN"
"8FW",,"8FW","FLY THE WHALE",,,"VIRGIN ISLANDS, US"
"EP","IRC","EP","IRAN ASEMAN AIRLINES","IRAN ASEMAN AIRLINES",,"IRAN ISLAMIC REPUBLIC OF","MIDDLE EAST"
"N1",,"N1","DARWIN TRAVEL TECHNOLOGY, INC.","DARWIN TRAVEL TECHNOLOGY, INC.",
"4T",,"4T","RISE AIR","TRANSWEST AIR LIMITED",,"CANADA","NORTH AMERICA"
"HQ","ADZ","HQ","COMPASS CARGO AIRLINES LTD.","COMPASS CARGO AIRLINES LTD.",,"BULGARIA","EUROPE : EASTERN/CENTRAL EUROPE"
"EF","CPR","EF","AEROLINEA DEL CARIBE - PERU S.A.C.","AEROLINEA DEL CARIBE  PERU S.A.C.",,"PERU","LATIN AMERICA : UPPER SOUTH AMERICA"
"8E","BRG","8E","BERING AIR","BERING AIR INC.",,"USA","NORTH AMERICA"
"XN",,"XN","MANASIK AVIATION COMPANY","MANASIK AVIATION COMPANY",,,
"6G","RER","6G","AEROREGIONAL","SERVICIO AEREO REGIONAL REGAIR CIA.",,"ECUADOR","LATIN AMERICA : UPPER SOUTH AMERICA"
"8GF",,"8GF","GOTO FLY",,,"ITALY","EUROPE : WESTERN EUROPE"
"J4","BDR","J4","BADR AIRLINES","BADR AIRLINES",,"SUDAN","AFRICA : NORTH AFRICA"
"8G",,"8G","AERO DILI","AERO DILI TRANSPORT SERVICES, S.A.",,"TIMOR-LESTE"
"8CQ",,"8CQ","AMELIA",,,"SLOVENIA","EUROPE : EASTERN/CENTRAL EUROPE"
"FI","ICE","FI","ICELANDAIR","ICELANDAIR EHF.",,"ICELAND","EUROPE : WESTERN EUROPE"
"MK","MAU","MK","AIR MAURITIUS","AIR MAURITIUS",,"MAURITIUS","AFRICA : EASTERN AFRICA"
"RW","RYL","RW","ROYAL AIR PHILIPPINES","ROYAL AIR CHARTER SERVICE INC.",,"PHILIPPINES","ASIA : SOUTH EAST ASIA"
"M8","SEB","M8","EUROAVIA AIRLINES","EUROAVIA AIRLINES",,"CYPRUS","EUROPE : WESTERN EUROPE"
"EO","KAR","EO","PEGAS FLY","LLC ""AIRCOMPANY ""IKAR""",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"GW","CRG","GW","COSTA RICA GREEN AIRWAYS","COSTA RICA GREEN AIRWAYS S.R.L",,"COSTA RICA","LATIN AMERICA : CENTRAL AMERICA"
"TI","FTO","TI","TROPIC OCEAN AIRWAYS","TROPIC OCEAN AIRWAYS LLC.",,"USA","NORTH AMERICA"
"RF",,"RF","EROFEY LIMITED LIABILITY COMPANY","EROFEY LIMITED LIABILITY COMPANY",,,
"8D","EXV","8D","FITS AVIATION (PVT) LTD","FITSAIR PVT LIMITED",,"SRI LANKA","ASIA : SOUTH ASIA"
"WZ","RWZ","WZ","RED WINGS AIRLINES","JOINT STOCK COMPANY RED WINGS",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"HE","HGO","HE","ONE AIR LTD","ONE AIR LTD",,"UNITED KINGDOM","EUROPE : WESTERN EUROPE"
"PM","CNF","PM","CANARYFLY","CANARY FLY, S.A.",,"SPAIN"
"UY","UMZ","UY","UMZA AVIATION SERVICES","UMZA AVIATION SERVICES LIMITED",,"NIGERIA","AFRICA : CENTRAL/WESTERN AFRICA"
"F5","ATG","F5","AEROTRANSCARGO","AEROTRANSCARGO SRL",,"MOLDOVA REPUBLIC OF","EUROPE : EASTERN/CENTRAL EUROPE"
"N9","SHA","N9","SHREE AIRLINES","SHREE AIRLINES PVT. LTD.",,"NEPAL","ASIA : SOUTH ASIA"
"HX","CRK","HX","HONG KONG AIRLINES","HONG KONG AIRLINES LIMITED",,"HONG KONG (SAR) CHINA","ASIA : NORTH EAST ASIA"
"UT","UTA","UT","UTAIR AVIATION","UTAIR AVIATION",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"4S","RSX","4S","RED SEA AIRLINES","RED SEA AIRLINES",,"EGYPT","AFRICA : NORTH AFRICA"
"FD","AIQ","FD","THAI AIRASIA","THAI AIRASIA CO., LTD.",,"THAILAND"
"VF","TKJ","VF","AJET","AJET HAVA TASIMACILIGI ANONIM SIRKE",,"TURKIYE","EUROPE : EASTERN/CENTRAL EUROPE"
"WK","EDW","WK","EDELWEISS AIR","EDELWEISS AIR AG",,"SWITZERLAND","EUROPE : WESTERN EUROPE"
"EI","EIN","EI","AER LINGUS","AER LINGUS LIMITED",,"IRELAND REPUBLIC OF","EUROPE : WESTERN EUROPE"
"M6","AJT","M6","AMERIJET INTERNATIONAL, INC.","AMERIJET INTERNATIONAL INC.",,"USA"
"4Y","OCN","4Y","DISCOVER AIRLINES","EW DISCOVER GMBH",,"GERMANY","EUROPE : WESTERN EUROPE"
"P1",,"P1","AEROPRIME SERVICES PRIVATE LTD","AEROPRIME SERVICES PRIVATE LTD",,,
"EX",,"EX","REGIONAL EXPRESS AMERICAS SAS","REGIONAL EXPRESS AMERICAS SAS",,"COLOMBIA","LATIN AMERICA : UPPER SOUTH AMERICA"
"DD","NOK","DD","NOK AIR","NOK AIR PUBLIC COMPANY LTD.",,"THAILAND","ASIA : SOUTH EAST ASIA"
"KM","KMM","KM","KM MALTA AIRLINES","KM MALTA AIRLINES LIMITED",,"MALTA","EUROPE : WESTERN EUROPE"
"V8",,"V8","""ATRAN"", LLC","""ATRAN"", LLC",
"AX",,"AX","AIR X CHARTER LTD","AIR X CHARTER LTD",,,
"QV","LAO","QV","LAO AIRLINES","LAO AIRLINES",,"LAO PEOPLE'S DEMOCRATIC REPUBLIC","ASIA : SOUTH EAST ASIA"
"BC","SKY","BC","SKYMARK AIRLINES","SKYMARK AIRLINES INC.",,"JAPAN","ASIA : NORTH EAST ASIA"
"UM","AZW","UM","AIR ZIMBABWE","AIR ZIMBABWE (PVT) LTD.",,"ZIMBABWE","AFRICA : SOUTHERN AFRICA"
"3H","AIE","3H","AIR INUIT","AIR INUIT",,"CANADA","NORTH AMERICA"
"LE","STB","LE","ST BARTHEXECUTIVE","ST BARTH EXECUTIVE",,"SAINT BARTHELEMY","LATIN AMERICA : CARIBBEAN"
"UJ","LMU","UJ","AL MASRIA UNIVERSAL AIRLINES","AL MASRIA UNIVERSAL AIRLINES",,"EGYPT","AFRICA : NORTH AFRICA"
"2G","HUA","2G","HUNGARY AIRLINES","HUNGARY AIRLINES LTD.",,"HUNGARY","EUROPE : EASTERN/CENTRAL EUROPE"
"Z6","SDF","Z6","SUNRISE AIRWAYS (DOMINICA)","SUNRISE AIRWAYS (DOMINICA) LTD.",,"ANTIGUA AND BARBUDA, LEEWARD ISLANDS"
"HS",,"HS","HELI SECURITE HELICOPTER AIRLINE","HELI SECURITE HELICOPTER AIRLINE",,"FRANCE","EUROPE : WESTERN EUROPE"
"ST",,"ST","WESTERN AIRCRAFT, INC.","WESTERN AIRCRAFT, INC.",
"J9","JZR","J9","JAZEERA AIRWAYS","JAZEERA AIRWAYS",,"KUWAIT","MIDDLE EAST"
"7W","WRC","7W","WIND ROSE AVIATION","WIND ROSE AVIATION COMPANY",,"UKRAINE","EUROPE : EASTERN/CENTRAL EUROPE"
"VM","NGL","VM","MAX AIR","MAX AIR LIMITED",,"NIGERIA","AFRICA : CENTRAL/WESTERN AFRICA"
"8FE",,"8FE","UEP! FLY",,,"SPAIN","EUROPE : WESTERN EUROPE"
"FY","FFM","FY","FIREFLY","FLYFIREFLY SDN. BHD",,"MALAYSIA","ASIA : SOUTH EAST ASIA"
"SW",,"SW","SWISS AIRTAINER SA","SWISS AIRTAINER SA",,,
"DP","PBD","DP","POBEDA AIRLINES","POBEDA AIRLINES LLC",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"GB","ABX","GB","ABX AIR, INC.","ABX AIR, INC.",
"WO","JTE","WO","NATIONAL JET EXPRESS","NATIONAL JET EXPRESS PTY LTD",,"AUSTRALIA","SOUTHWEST PACIFIC"
"BJ","LBT","BJ","NOUVELAIR","NOUVELAIR TUNISIE",,"TUNISIA","AFRICA : NORTH AFRICA"
"JS","KOR","JS","AIR KORYO","AIR KORYO",,"KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF","ASIA : NORTH EAST ASIA"
"OE","FOE","OE","FLY ONE AIRLINES","FLY ONE AIRLINES S.R.L.",,"ROMANIA","EUROPE : EASTERN/CENTRAL EUROPE"
"8FO",,"8FO","SKYSAFARI",,,"TANZANIA UNITED REPUBLIC OF","AFRICA : EASTERN AFRICA"
"QY","BCS","QY","EUROPEAN AIR TRANSPORT LEIPZIG GMBH","EUROPEAN AIR TRANSPORT LEIPZIG GMBH",,"GERMANY","EUROPE : WESTERN EUROPE"
"8OG",,"8OG","MANNHEIM CITY AIR",,,"GERMANY","EUROPE : WESTERN EUROPE"
"ZG","TZP","ZG","ZIPAIR TOKYO INC.","ZIPAIR TOKYO INC.",,"JAPAN","ASIA : NORTH EAST ASIA"
"8RR",,"8RR","AEROCORD",,,"CHILE","LATIN AMERICA : LOWER SOUTH AMERICA"
"1H",,"1H","JSC ""SIRENA-TRAVEL""","JSC ""SIRENA-TRAVEL""",,,
"1J",,"1J","PT. NAVIOS EVOLUSI SOLUSINDO","PT. NAVIOS EVOLUSI SOLUSINDO",,,
"8WX",,"8WX","HUMMING AIRWAYS",,,"ARGENTINA","LATIN AMERICA : LOWER SOUTH AMERICA"
"8AY",,"8AY","TROPICAL AIR GABON",,,"GABON","AFRICA : CENTRAL/WESTERN AFRICA"
"DR","RLH","DR","RUILI AIRLINES","RUILI AIRLINES CO. LTD.",,"CHINA","ASIA : NORTH EAST ASIA"
"4A","AMP","4A","ATSA AIRLINES","AERO TRANSPORTE S.A.",,"PERU","LATIN AMERICA : UPPER SOUTH AMERICA"
"8FH",,"8FH","TAHITI AIR CHARTER",,,"FRENCH POLYNESIA","SOUTHWEST PACIFIC"
"NN",,"NN","CHINA TRAVEL TOURS TRANSP SERVICES","CHINA TRAVEL TOURS TRANSP SERVICES",,"HONG KONG (SAR) CHINA","ASIA : NORTH EAST ASIA"
"HZ","SHU","HZ","JSC AURORA AIRLINES","JOINT-STOCK COMPANY AURORA AIRLINES",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"H5",,"H5","VISTAJET GMBH","VISTAJET GMBH",,,
"TU","TAR","TU","TUNISAIR","TUNISAIR",,"TUNISIA","AFRICA : NORTH AFRICA"
"JX","SJX","JX","STARLUX AIRLINES","STARLUX AIRLINES",,"CHINESE TAIPEI","ASIA : NORTH EAST ASIA"
"8DD",,"8DD","EASTERN AIR SERVICES",,,"AUSTRALIA","SOUTHWEST PACIFIC"
"OO","SKW","OO","SKYWEST AIRLINES","SKYWEST AIRLINES",,"USA","NORTH AMERICA"
"OW","SEW","OW","SKYWARD AIRLINES","SKYWARD AIRLINES LTD",,"KENYA","AFRICA : EASTERN AFRICA"
"RC","FLI","RC","ATLANTIC AIRWAYS FAROE ISLANDS","ATLANTIC AIRWAYS, FAROE ISLANDS, P/F",
"ZE","ESR","ZE","EASTAR JET","EASTAR JET CO. LTD.",,"KOREA REPUBLIC OF","ASIA : NORTH EAST ASIA"
"YG","HYT","YG","YTO CARGO AIRLINES CO. LTD","YTO CARGO AIRLINES CO. LTD.",,"CHINA","ASIA : NORTH EAST ASIA"
"QL","LER","QL","LASER AIRLINES","LINEA AEREA DE SERVICIO EJECUTIVO",,"VENEZUELA","LATIN AMERICA : UPPER SOUTH AMERICA"
"8TA",,"8TA","ALAS LA RIOJA",,,"ARGENTINA","LATIN AMERICA : LOWER SOUTH AMERICA"
"7R","RLU","7R","JOINT STOCK AVIATION COMPANY RUSLINE","JS AVIATION COMPANY RUSLINE",,"RUSSIAN FEDERATION","EUROPE : EASTERN/CENTRAL EUROPE"
"XP","VXP","XP","AVELO AIRLINES","AVELO AIRLINES, INC.",,"USA"
"WT","SWT","WT","SWIFTAIR","SWIFTAIR, S.A.",,"SPAIN"
"WP","WSG","WP","WASAYA AIRWAYS LP","WASAYA AIRWAYS LP",,"CANADA","NORTH AMERICA"
"3D",,"3D","DOKASCH GMBH","DOKASCH GMBH",,,
"GY","CGZ","GY","COLORFUL GUIZHOU AIRLINES","COLORFUL GUIZHOU AIRLINES CO., LTD",,"CHINA"
"N2","NIG","N2","AERO CONTRACTORS COMPANY OF NIGERIA","AERO CONTRACTORS COMPANY OF NIGERIA LTD",,"NIGERIA","AFRICA : CENTRAL/WESTERN AFRICA"
"JV","BLS","JV","PERIMETER AVIATION LP DBA BEARSKIN A/L","PERIMETER AVIATION LP",,"CANADA","NORTH AMERICA"
"T6","ATX","T6","AIRSWIFT","AIRSWIFT TRANSPORT, INC",,"PHILIPPINES"
"ZP","AZP","ZP","PARANAIR","COMPANIA DE AVIACION PARAGUAYA S.A.",,"PARAGUAY","LATIN AMERICA : LOWER SOUTH AMERICA"
"L7","LAE","L7","LATAM CARGO COLOMBIA","LINEA AEREA  CARGUERA  DE COLOMBIA SA",,"COLOMBIA","LATIN AMERICA : UPPER SOUTH AMERICA"
"BF","FBU","BF","FRENCH BEE","FRENCH BEE",,"FRANCE","EUROPE : WESTERN EUROPE"
"BZ","BBG","BZ","BLUE BIRD AIRWAYS","BLUE BIRD AIRWAYS",,"GREECE","EUROPE : WESTERN EUROPE"
"3P","WPT","3P","WORLD2FLY PORTUGAL","WORLD 2 FLY PORTUGAL, S.A.",,"PORTUGAL"
"2O",,"2O","ISLAND AIR SERVICE","REDEMPTION INC.",,"USA","NORTH AMERICA"
"Y6","FMC","Y6","FLY MODE FLIGHT CENTRE","FLY MODE FLIGHT CENTRE LTD",,"KENYA","AFRICA : EASTERN AFRICA"
"NG","NAI","NG","NOVAIR LIMITED LIABILITY COMPANY","""NOVAIR"" LIMITED LIABILITY COMPANY",,"ARMENIA","EUROPE : EASTERN/CENTRAL EUROPE"
"LP","LPE","LP","LATAM AIRLINES PERU","LATAM AIRLINES PERU S.A.",,"PERU","LATIN AMERICA : UPPER SOUTH AMERICA"
"WF","WIF","WF","WIDEROE'S FLYVESELSKAP","WIDEROE'S FLYVESELSKAP A.S.",,"NORWAY","EUROPE : WESTERN EUROPE"
"TC","ATC","TC","AIR TANZANIA","AIR TANZANIA COMPANY LTD",,"TANZANIA UNITED REPUBLIC OF","AFRICA : EASTERN AFRICA"
"TF","BRX","TF","BRAATHENS REGIONAL AVIATION","BRAATHENS REGIONAL AIRWAYS AB",,"SWEDEN","EUROPE : WESTERN EUROPE"
"NB","BNL","NB","BERNIQ AIRWAYS","BERNIQ AIRWAYS",,"LIBYA","AFRICA : NORTH AFRICA"
"Z3","AEB","Z3","AVION EXPRESS BRASIL","AVION EXPRESS BRASIL LTDA",,"BRAZIL","LATIN AMERICA : LOWER SOUTH AMERICA"
"1T",,"1T","HITIT BILGISAYAR HIZMETLERI A.S","HITIT BILGISAYAR HIZMETLERI A.S.",,"TURKIYE","EUROPE : EASTERN/CENTRAL EUROPE"
"P7","NPG","P7","SUPERNOVA AIRLINES","""SUPERNOVA AIRLINES"" LLC",,"UKRAINE","EUROPE : EASTERN/CENTRAL EUROPE"
"AP","LAV","AP","ALBA STAR","ALBA STAR,S.A. DBA ALBA STAR",,"SPAIN"
"9E","EDV","9E","ENDEAVOR AIR","ENDEAVOR AIR",,"USA","NORTH AMERICA"
"2S","STW","2S","SOUTHWIND AIRLINES","CORTEX HAVACILIK VE TURIZM TICARET",,"TURKIYE","EUROPE : EASTERN/CENTRAL EUROPE"
"8FM",,"8FM","VASTFLYG",,,"SWEDEN","EUROPE : WESTERN EUROPE"
"AN","WSN","AN","ADVANCED AIR, LLC","ADVANCED AIR, LLC",
"VG","VYU","VG","VAAYU","FLY VAAYU LLC",,"UNITED ARAB EMIRATES","MIDDLE EAST"
"5K","HFY","5K","SPRINGJET","SPRINGJET, S.A.",,"PORTUGAL"
"5A","LXW","5A","LANEXANG AIRWAYS","LANEXANG AIRWAYS INTERNATIONAL CO. LTD",,"LAO PEOPLE'S DEMOCRATIC REPUBLIC","ASIA : SOUTH EAST ASIA"
"8DR",,"8DR","FLY CORAL WAY",,,"FRENCH POLYNESIA","SOUTHWEST PACIFIC"
"G5","HXA","G5","CHINA EXPRESS AIRLINES","CHINA EXPRESS AIRLINES CO LTD",,"CHINA","ASIA : NORTH EAST ASIA"
"V6",,"V6","SERVE AIR","SERVE AIR SARL",,"CONGO","AFRICA : CENTRAL/WESTERN AFRICA"
"0N",,"0N","NORTH STAR AIR","NORTH STAR AIR",,"CANADA","NORTH AMERICA"
"EW","EWG","EW","EUROWINGS","EUROWINGS GMBH",,"GERMANY","EUROPE : WESTERN EUROPE"
"8FA",,"8FA","LAPARKAN AIRLINES",,,"GUYANA","LATIN AMERICA : UPPER SOUTH AMERICA"
"OC","ORC","OC","ORIENTAL AIR BRIDGE CO., LTD. (ORC)","ORIENTAL AIR BRIDGE CO., LTD.",
"AQ","JYH","AQ","9 AIR","9 AIR CO LTD",,"CHINA","ASIA : NORTH EAST ASIA"
"2J","VBW","2J","AIR BURKINA","AIR BURKINA",,"BURKINA FASO","AFRICA : CENTRAL/WESTERN AFRICA"
"LM","LOG","LM","LOGANAIR","LOGANAIR LIMITED",,"UNITED KINGDOM","EUROPE : WESTERN EUROPE"
"RI","OEY","RI","PT RIMBUN ABADI AVIASI","PT RIMBUN ABADI AVIASI",,"INDONESIA","ASIA : SOUTH EAST ASIA"
"Q1",,"Q1","PT. SQIVA SISTEM","PT. SQIVA SISTEM",,,
"RZ","LRS","RZ","SANSA AIRLINES","SANSA",,"COSTA RICA","LATIN AMERICA : CENTRAL AMERICA"
"8RB",,"8RB","BLACK STONE TRAVEL",,,"ARMENIA","EUROPE : EASTERN/CENTRAL EUROPE"
"QN","SKP","QN","SKYTRANS AUSTRALIA","SKYTRANS AUSTRALIA PTY LTD",,"AUSTRALIA","SOUTHWEST PACIFIC"
"MB","MBK","MB","CHRONO JET","CHRONO JET INC.",,"CANADA","NORTH AMERICA"
"A7","WIN","A7","AWESOME CARGO","TM AEROLINEAS SA DE CV",,"MEXICO","LATIN AMERICA : CENTRAL AMERICA"
"3Z","TVP","3Z","SMARTWINGS POLAND SP. Z O.O.","SMARTWINGS POLAND SP. Z O.O.",,"POLAND","EUROPE : EASTERN/CENTRAL EUROPE"
"PV","SBU","PV","SAINT BARTH COMMUTER","SAINT BARTH COMMUTER",,"GUADELOUPE","LATIN AMERICA : CARIBBEAN"
"KY","KNA","KY","KUNMING AIRLINES","KUNMING AIRLINES CO., LTD.",,"CHINA"
"8DS",,"8DS","NORTH EASTERN CARIBBEAN AIRLINE",,,"VIRGIN ISLANDS, BRITISH"
"LY","ELY","LY","EL AL ISRAEL AIRLINES","EL AL ISRAEL AIRLINES LTD",,"ISRAEL","MIDDLE EAST"
"3F","FIE","3F","FLYONE ARMENIA","FLYONE ARMENIA LLC",,"ARMENIA","EUROPE : EASTERN/CENTRAL EUROPE"
"IJ","SJO","IJ","SPRING AIRLINES JAPAN","SPRING JAPAN CO. LTD.",,"JAPAN","ASIA : NORTH EAST ASIA"
"B6","JBU","B6","JETBLUE AIRWAYS CORPORATION","JETBLUE AIRWAYS CORPORATION",,"USA","NORTH AMERICA"
"L3","JOS","L3","DHL DE GUATEMALA, S.A.","DHL DE GUATEMALA S.A.",,"GUATEMALA"
"3X",,"3X","PREMIER TRANS AIRE","PREMIER TRANS AIRE, INC",,"USA"
"8AR",,"8AR","SAGA - SAHEL AND GULF AIRLINES",,,"CHAD","AFRICA : CENTRAL/WESTERN AFRICA"
"U9",,"U9","UNILODE AVIATION SOLUTIONS","UNILODE AVIATION SOLUTIONS",,,
"0C",,"0C","COBRA AVIATION","COBRA AVIATION (PTY) LTD",,"SOUTH AFRICA","AFRICA : SOUTHERN AFRICA"
"C1",,"C1","DISONY S.A.","DISONY S.A.",,,
"4H","DRC","4H","AIR CONGO","AIR CONGO",,"CONGO DEMOCRATIC REPUBLIC OF","AFRICA : CENTRAL/WESTERN AFRICA"
"ZL","RXA","ZL","REGIONAL EXPRESS","REX REGIONAL EXPRESS PTYLTD",,"AUSTRALIA","SOUTHWEST PACIFIC"
"O3","CSS","O3","SF AIRLINES","SF AIRLINES COMPANY LTD",,"CHINA","ASIA : NORTH EAST ASIA"
"WM",,"WM","WINAIR","WINDWARD ISLANDS AIRWAYS INT'L N.V.",,"ST MAARTEN (DUTCH PART)","LATIN AMERICA : CARIBBEAN"
"FK","KFA","FK","KF CARGO","KELOWNA FLIGHTCRAFT AIR CHARTER LTD",,"CANADA","NORTH AMERICA"
"8H","BGH","8H","BH AIR LTD","BH AIR LTD.",,"BULGARIA","EUROPE : EASTERN/CENTRAL EUROPE"
"7E",,"7E","SYLT AIR","SYLT AIR GMBH",,"GERMANY","EUROPE : WESTERN EUROPE"
"2P","GAP","2P","PAL EXPRESS","AIR PHILIPPINES CORPORATION",,"PHILIPPINES","ASIA : SOUTH EAST ASIA"
"AW","AFW","AW","AFRICA WORLD AIRLINES LIMITED","AFRICA WORLD AIRLINES LIMITED",,"GHANA","AFRICA : CENTRAL/WESTERN AFRICA"
"4O","MNE","4O","AIR MONTENEGRO","TOMONTENEGRO DOO",,"MONTENEGRO","EUROPE : EASTERN/CENTRAL EUROPE"
"K9","TEZ","K9","TEZ JET AIRLINES","TEZ JET LLC",,"KYRGYZSTAN","ASIA : CENTRAL ASIA"
"8AF",,"8AF","AERONAV AIR SERVICES",,,"KENYA","AFRICA : EASTERN AFRICA"
"SX",,"SX","SKYWAGON CORPORATION","SKYWAGON CORPORATION",,"USA","NORTH AMERICA"
"E4","ABJ","E4","ATA AEROTAXI ABAETE LTDA","ATA AEROTAXI ABAETE LTDA",,"BRAZIL","LATIN AMERICA : LOWER SOUTH AMERICA"
"3R","DVR","3R","DIVI DIVI AIR","DIVI DIVI AIR N.V.",,"CURACAO","LATIN AMERICA : CARIBBEAN"
"5I",,"5I","ALSA GRUPO SLU","ALSA GRUPO SLU",,"SPAIN","EUROPE : WESTERN EUROPE"
"8DF",,"8DF","SJL AERONAUTICA",,,"ANGOLA","AFRICA : SOUTHERN AFRICA"
"TW","TWB","TW","T'WAY AIR","T WAY AIR CO., LTD.",,"KOREA REPUBLIC OF"
"D9","DMQ","D9","DAALLO AIRLINES(SOMALIA)","DAALLO AIRLINES(SOMALIA)",,"SOMALIA","AFRICA : EASTERN AFRICA"
"PZ","LAP","PZ","LATAM AIRLINES PARAGUAY","TRANSPORTES AEREOS DEL MERCOSUR S.A",,"PARAGUAY","LATIN AMERICA : LOWER SOUTH AMERICA"
"VD","VES","VD","VIEQUES AIR LINK","VIEQUES AIR LINK, INC",,"PUERTO RICO"
"ED","AXE","ED","AIR EXPLORE","AIREXPLORE, S.R.O.",,"SLOVAKIA"
"8UA",,"8UA","AEROEXPRESS REGIONAL",,,"HUNGARY","EUROPE : EASTERN/CENTRAL EUROPE"
"6T","LGT","6T","LONGTAIL AVIATION INTERNATIONAL","LONGTAIL AVIATION INTERNATIONAL LIMITED",,"BERMUDA","LATIN AMERICA : CARIBBEAN"
"8BI",,"8BI","SKYSHUTTLE BY JETSETGO",,,"INDIA","ASIA : SOUTH ASIA"
"GT","CGH","GT","AIR GUILIN CO. LTD","AIR GUILIN CO. LTD.",,"CHINA","ASIA : NORTH EAST ASIA"
"S2",,"S2","STAR MARIANAS AIR","STAR MARIANAS AIR INC.",,"NORTHERN MARIANA ISLANDS","SOUTHWEST PACIFIC"
"RA","RNA","RA","NEPAL AIRLINES CORPORATION","NEPAL AIRLINES CORPORATION",,"NEPAL","ASIA : SOUTH ASIA"
"6M","MXM","6M","MAXIMUS AIRLINES","MAXIMUS AIRLINES LLC",,"UKRAINE","EUROPE : EASTERN/CENTRAL EUROPE"
"VA","VOZ","VA","VIRGIN AUSTRALIA INTERNATIONAL","VIRGIN AUSTRALIA INTERNATIONAL",,"AUSTRALIA","SOUTHWEST PACIFIC"
"7U",,"7U","COMMERCIAL AVIATION SERVICES, LLC","ALPHA AIR TRANSPORT",,"USA"
"8R","AIA","8R","REGOURD AVIATION (DBA AMELIA)","REGOURD AVIATION (DBA AMELIA)",,"FRANCE","EUROPE : WESTERN EUROPE"
"8BV",,"8BV","STRIKE AVIATION",,,"GERMANY","EUROPE : WESTERN EUROPE"
"T4",,"T4","TOPRE CORPORATION","TOPRE CORPORATION",,,
"RH","HKC","RH","HONG KONG AIR CARGO CARRIER LIMITED","HONG KONG AIR CARGO CARRIER LIMITED",,"HONG KONG (SAR) CHINA","ASIA : NORTH EAST ASIA"
"KI","KAI","KI","KAISERAIR","KAISERAIR, INC.",,"USA"
"HH","QNT","HH","LLC QANOT SHA","QANOT SHARQ LLC",,"UZBEKISTAN","ASIA : CENTRAL ASIA"
"PX","ANG","PX","AIR NIUGINI","AIR NIUGINI LIMITED",,"PAPUA NEW GUINEA","SOUTHWEST PACIFIC"
"9B",,"9B","ACCESRAIL INC.","ACCESRAIL AND PARTNER RAILWAYS",,"CANADA","NORTH AMERICA"
"LW","LDA","LW","LAUDA EUROPE","LAUDA EUROPE LTD",,"MALTA","EUROPE : WESTERN EUROPE"
"LD","AHK","LD","AHK AIR HONG KONG","AIR HONG KONG",,"HONG KONG (SAR) CHINA","ASIA : NORTH EAST ASIA"
"OL","PAO","OL","SAMOA AIRWAYS","POLYNESIAN LIMITED",,"SAMOA","SOUTHWEST PACIFIC"
"IG","GEA","IG","GLOBAL AVIATION DBA GEA","GLOBAL AVIATION",,"IRAQ","MIDDLE EAST"
"I3",,"I3","INNOAVIATION LIMITED","INNOAVIATION LIMITED",,,
"4D",,"4D","FLYYO","FLYYO S.R.L.",,"ROMANIA","EUROPE : EASTERN/CENTRAL EUROPE"
